тип,Пр.Всего,Цена,Балк/Лодж,Санузел,Тип дома,Отделка,Этаж,Мебель,ПлощКухни,ЖилПлощ,Кол-воЭтаж,Кол-воКомн,Парковка,Ремонт,ВысПотол,Техника,ОбщПлощ,ГодПостр,Широта,Долгота,Адрес
Вторичка,602,13800000,лоджия,совмещенный,монолитный,,5,,23 м²,20 м²,14,1,,евро,,,50.2 м²,2015,55.819778,49.109145,"Республика Татарстан, Казань, ул. Абсалямова, 19"
Вторичка,5537,27000000,лоджия,раздельный,кирпичный,,8,,8.7 м²,50 м²,8,4,,требует ремонта,,,88 м²,2020,55.782517,49.135295,"Республика Татарстан, Казань, ул. Волкова, 12"
Вторичка,9,11100000,,,панельный,,8,,7.8 м²,,9,3,,косметический,,,65.6 м²,1983,55.827975,49.150557,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, пр-т Ямашева, 94"
Вторичка,226,15900000,лоджия,совмещенный,монолитно-кирпичный,,21,,15.6 м²,25 м²,22,1,,дизайнерский,3.1 м,,47.9 м²,2017,55.818736,49.143218,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 86/10"
Вторичка,2517,7500000,балкон,раздельный,панельный,,6,,8 м²,,9,2,,косметический,,,43.5 м²,1986,55.840437,49.135259,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 30"
Вторичка,49,7500000,лоджия,совмещенный,монолитно-кирпичный,,12,,9 м²,15.9 м²,17,1,"наземная многоуровневая, открытая во дворе",требует ремонта,2.7 м,,33 м²,2024,55.804048808631045,49.225663699691715,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Архитектора Гайнутдинова, 26к5"
Вторичка,721,2799000,,совмещенный,кирпичный,,1,,,9 м²,2,студия,,евро,3 м,,16.1 м²,1952,55.860736,49.089975,"Республика Татарстан, Казань, ул. Лукина, 9А"
Вторичка,1344,8560000,лоджия,совмещенный,кирпичный,,3,,12.4 м²,19.1 м²,10,2,,косметический,,,50.2 м²,2007,55.732002,49.169404,"Республика Татарстан, Казань, ул. Мидхата Булатова, 5"
Вторичка,120,8790000,балкон,раздельный,кирпичный,,11,,12 м²,,16,1,за шлагбаумом во дворе,косметический,2.8 м,,53.5 м²,2011,55.730639,49.169215,"Республика Татарстан (Татарстан), Казань, ул. Баки Урманче, 10"
Вторичка,16144,7499000,балкон,совмещенный,кирпичный,,1,,10.2 м²,38.9 м²,2,3,,дизайнерский,3 м,,75.6 м²,,55.819302,49.259083,"р-н Советский, Республика Татарстан, Казань, Казанская ул., 54"
Вторичка,277,2950000,,совмещенный,кирпичный,,3,,,,5,студия,,косметический,,,18 м²,1978,55.810688,49.081423,"Республика Татарстан, Казань, Калугинская ул., 4"
Вторичка,68,6490000,балкон,раздельный,панельный,,6,,10 м²,20 м²,10,1,,косметический,,,34.1 м²,1990,55.743198,49.201608,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 2"
Вторичка,646,9900000,балкон,раздельный,панельный,,8,,9 м²,29 м²,9,2,,евро,,,51.2 м²,2001,55.837197,49.156693,"р-н Ново-Савиновский, Республика Татарстан, Казань, ул. Маршала Чуйкова, 91"
Новостройки,411,12300000,балкон,раздельный,монолитно-кирпичный,без отделки,7,,20.1 м²,40.5 м²,12,3,,,,,83.6 м²,,55.80571,49.2238,"р-н Советский, с. Константиновка, стр. 4"
Вторичка,1525,9300000,лоджия,раздельный,панельный,,9,,7.6 м²,42.5 м²,9,3,,косметический,,,67.7 м²,,55.827646,49.14143,"Республика Татарстан, Казань, пр-т Ямашева, 78"
Вторичка,232,3400000,,совмещенный,кирпичный,,2,,,,5,студия,открытая во дворе,евро,,,18 м²,1971,55.831929,49.058103,"Республика Татарстан, Казань, ул. Восстания, 93А"
Вторичка,44,8300000,лоджия,совмещенный,монолитный,,15,,9 м²,16.1 м²,24,1,подземная,требует ремонта,,,42.9 м²,2021,55.780775,49.194125,"Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк2"
Вторичка,666,6650000,балкон,совмещенный,кирпичный,,13,,,20 м²,19,студия,,дизайнерский,,,29.7 м²,2019,55.79349,49.24824,"р-н Советский, Республика Татарстан, Казань, ул. Азата Аббасова, 5"
Вторичка,105,9890000,,,панельный,,8,,16.4 м²,,10,1,,дизайнерский,,,42 м²,2022,55.841508,49.094664,"Республика Татарстан, Казань, Ново-Савиновский район, Октябрьская ул., 34"
Вторичка,610,11000000,лоджия,совмещенный,монолитно-кирпичный,,17,,10 м²,28 м²,20,1,,евро,,,48.9 м²,2019,55.761938,49.148293,"Республика Татарстан (Татарстан), Казань, ул. Оренбургский Тракт, 4Б"
Вторичка,3648,28500000,балкон,совмещенный,кирпичный,,2,,12 м²,,7,3,,дизайнерский,,,94 м²,2009,55.816187,49.140245,"Республика Татарстан (Татарстан), Казань, ул. Сибгата Хакима, 41"
Вторичка,5,8300000,балкон,совмещенный,панельный,,4,,8.6 м²,15.1 м²,20,1,открытая во дворе,дизайнерский,,,30.4 м²,2019,55.784501,49.193946,"Республика Татарстан, Казань, пр-т Альберта Камалеева, 32"
Вторичка,556,12500000,лоджия,раздельный,блочный,,3,,16.9 м²,16.8 м²,17,2,,дизайнерский,,,52.4 м²,2017,55.821148,49.145248,"Республика Татарстан, Казань, ул. Адоратского, 1Б"
Вторичка,1390,6600000,балкон,совмещенный,панельный,,2,,10 м²,,5,2,,евро,,,45.5 м²,1968,55.762763,49.174479,"Республика Татарстан (Татарстан), Казань, ул. Латышских Стрелков, 7"
Вторичка,563,6690000,балкон,совмещенный,монолитно-кирпичный,,19,,8.6 м²,27 м²,19,2,открытая во дворе,требует ремонта,,,47.5 м²,2021,55.680235,49.201707,"р-н Приволжский, Республика Татарстан (Татарстан), Казань, ул. Ярышлар, 6"
Вторичка,141,15500000,балкон,раздельный,монолитно-кирпичный,,3,,18 м²,20 м²,6,2,открытая во дворе,требует ремонта,2.8 м,,50 м²,2023,55.770921829725864,49.14030089416497,"Республика Татарстан (Татарстан), Казань, ул. Шаляпина, 26"
Вторичка,275,10750000,балкон,раздельный,монолитно-кирпичный,,4,,8 м²,20 м²,10,2,наземная многоуровневая,требует ремонта,2.8 м,,48 м²,2022,55.786606485978275,49.215890764556875,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Петра Полушкина, 8"
Вторичка,145,6850000,балкон,совмещенный,панельный,,7,,9 м²,19 м²,10,1,,косметический,,,37 м²,,55.761168,49.235861,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 84"
Вторичка,390,21000000,лоджия,совмещенный,монолитный,,16,,20 м²,,24,3,,требует ремонта,,,60 м²,2025,55.813415,49.141161,"Республика Татарстан (Татарстан), Казань, ул. Алексея Козина, 8"
Вторичка,84,9406000,балкон,раздельный,монолитный,,6,,18 м²,41 м²,20,3,открытая во дворе,требует ремонта,2.7 м,,68 м²,,55.729321,49.194,"Республика Татарстан (Татарстан), Казань, ул. Оренбургский Тракт, 213"
Новостройки,911,13500000,балкон,совмещенный,монолитно-кирпичный,предчистовая,2,,7 м²,9 м²,8,1,,,,,31.9 м²,,55.77689,49.13864,"ул. Островского, д. 114"
Вторичка,3227,3999000,,раздельный,панельный,,3,,13.7 м²,13.2 м²,3,1,,косметический,,,44.6 м²,2020,55.708861,49.333472,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, 14-й квартал, 2"
Вторичка,84,4990000,,,кирпичный,,1,,10.5 м²,15.6 м²,3,1,,евро,,,35.8 м²,2021,55.80439,49.442824,"Республика Татарстан, Пестречинский р-н, Кощаковское сельское поселение, д. Царёво, ул. Петра Гаврилова, 15"
Вторичка,5154,6050000,,совмещенный,кирпичный,,2,,6 м²,43 м²,5,3,,требует ремонта,,,57 м²,,55.829926,49.075081,"Республика Татарстан, Казань, ул. Шамиля Усманова, 12"
Вторичка,438,6050000,,совмещенный,панельный,,1,,6 м²,,5,2,,косметический,,,46 м²,1962,55.83663,49.09072,"Республика Татарстан (Татарстан), Казань, ул. Гагарина, 79А"
