views,price,floor,kitchen_area,living_area,total_floors,rooms,ceiling_height,total_area,year_built,latitude,longitude,address,floor_ratio,type_vtorichka,type_novostroyki,balcony_lodzhiya,balcony_balkon,balcony_net,bathroom_sovmeschennyy,bathroom_razdelnyy,bathroom_,house_type_kirpichnyy,house_type_monolitnyy,house_type_monolitno-kirpichnyy,house_type_blochnyy,house_type_panelnyy,house_type_derevyannyy,repair_trebuet_remonta,repair_evro,repair_kosmeticheskiy,repair_dizaynerskiy,repair_neizvestnyy,finishing_neizvestnyy,finishing_predchistovaya,finishing_bez_otdelki,finishing_chistovaya,furniture_net,furniture_kuhnya,furniture_hranenie_odezhdy,furniture_spalnye_mesta,parking_podzemnaya,parking_otkrytaya_vo_dvore,parking_za_shlagbaumom_vo_dvore,parking_nazemnaya_mnogourovnevaya,parking_net,technique_net,technique_stiralnaya_mashina,technique_holodilnik,technique_konditsioner,technique_posudomoechnaya_mashina,technique_vodonagrevatel,price_per_sqm,geometry,Kindergarten,School,Mall,Playground,Theatre,Supermarket,Subway Entrance,Bus Stop,Park,Square,Sports Centre,Hospital,Highway,Parking
202,10100000,8,9.0,15.0,10.0,1.0,2.6,36.3,2019.0,55.796977,49.182178,"Республика Татарстан, Казань, ул. Разведчика Ахмерова, 7",0.8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,278236.914600551,POINT (49.182178 55.796977),1,2,1,15,0,3,0,0,1,0,0,1,238,21
3418,6500000,3,15.0,32.0,5.0,2.0,2.7,59.7,2022.0,55.86755336508834,48.83327288107683,"Республика Татарстан, Зеленодольский р-н, Осиновское сельское поселение, с. Новая Тура, Дорожная ул., 8",0.6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,108877.72194304857,POINT (48.83327288107683 55.86755336508834),0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8100000,6,12.7,15.0,9.0,1.0,2.8,41.5,2014.0,55.834477,49.059145,"Республика Татарстан (Татарстан), Казань, ул. Восстания, 80А",0.6666666666666666,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,195180.72289156626,POINT (49.059145 55.834477),0,1,0,3,0,1,0,4,2,0,1,1,132,5
1637,8299000,8,12.0,19.0,,1.0,2.7,54.7,,55.73064041,49.16921616,"Республика Татарстан, Казань, ул. Баки Урманче, 10",,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,151718.46435100547,POINT (49.16921616 55.73064041),3,0,0,9,0,2,0,2,0,0,0,1,146,24
6499,14990000,3,19.3,25.0,19.0,2.0,2.7,45.6,2018.0,55.7973671,49.1866951,"р-н Советский, Республика Татарстан, Казань, пр. Юнуса Ахметзянова, 10",0.15789473684210525,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,328728.0701754386,POINT (49.1866951 55.7973671),0,2,0,7,0,2,0,0,1,0,0,0,163,13
473,16500000,8,24.0,,21.0,1.0,2.7,46.5,2024.0,55.8152602054756,49.14405462327571,"Республика Татарстан (Татарстан), Казань, ул. Сибгата Хакима, 62",0.38095238095238093,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,354838.70967741933,POINT (49.14405462327571 55.8152602054756),2,1,0,3,0,0,0,1,0,0,0,1,97,4
1306,8300000,8,12.0,19.0,16.0,1.0,2.8,53.6,2012.0,55.730639,49.169215,"Республика Татарстан (Татарстан), Казань, ул. Баки Урманче, 10",0.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,154850.74626865672,POINT (49.169215 55.730639),3,0,0,9,0,2,0,2,0,0,0,1,146,24
3493,7900000,4,8.0,,10.0,1.0,2.7,44.7,,55.72946167,49.17484665,"Республика Татарстан, Казань, ул. Гарифа Ахунова, 14",0.4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,176733.7807606264,POINT (49.17484665 55.72946167),4,1,0,8,0,4,0,4,0,0,0,1,196,32
11970,30990000,6,27.0,21.0,7.0,2.0,3.3,68.5,2021.0,55.813014049194265,49.13560432760826,"Республика Татарстан (Татарстан), Казань, ул. Алексея Козина, 2",0.8571428571428571,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,452408.7591240876,POINT (49.13560432760826 55.813014049194265),1,0,0,3,0,0,0,3,0,0,1,1,169,5
1027,2790000,5,,,5.0,0.0,2.7,17.0,,55.86221695,49.09963989,"Республика Татарстан, Казань, Авиастроительный район, Молодёжная ул., 10",1.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,164117.64705882352,POINT (49.09963989 55.86221695),4,1,1,5,0,4,0,2,0,0,0,0,103,3
3341,15000000,5,13.8,87.4,6.0,6.0,3.0,154.9,1994.0,55.802351,49.17147,"Республика Татарстан, Казань, ул. Николая Ершова, 49А",0.8333333333333334,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,96836.66881859263,POINT (49.17147 55.802351),2,0,0,3,0,0,0,0,0,0,0,3,83,2
1068,21955000,19,21.0,,20.0,3.0,3.1,68.2,2021.0,55.81336594,49.13636398,"Республика Татарстан (Татарстан), Казань, ул. Алексея Козина, 2",0.95,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,321920.8211143695,POINT (49.13636398 55.81336594),1,0,0,3,0,0,0,3,0,0,1,1,186,6
8122,5340000,3,6.3,17.8,9.0,1.0,2.6,31.0,1984.0,55.85922623,49.23138046,"р-н Советский, Республика Татарстан, Казань, ул. Солидарности, 28",0.3333333333333333,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,172258.06451612903,POINT (49.23138046 55.85922623),1,0,0,0,0,0,0,0,1,0,1,0,40,1
195,4150000,1,,16.3,3.0,0.0,2.7,25.0,2017.0,55.811629,49.435817,"Республика Татарстан (Татарстан), Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 14",0.3333333333333333,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,166000.0,POINT (49.435817 55.811629),0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,6450000,2,15.6,41.1,3.0,2.0,2.7,77.0,2016.0,55.704311,49.358562,"Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, 5-й квартал, 4",0.6666666666666666,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,83766.23376623377,POINT (49.358562 55.704311),0,0,0,0,0,0,0,0,0,0,0,0,2,0
64,9000000,14,9.0,16.1,24.0,1.0,2.7,41.7,2021.0,55.780775,49.194125,"Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк2",0.5833333333333334,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,215827.33812949638,POINT (49.194125 55.780775),0,2,0,4,0,1,0,1,0,0,0,0,98,17
500,11599999,13,12.0,28.0,19.0,2.0,2.7,42.0,2021.0,55.803155,49.181953,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Николая Ершова, 65Б/2",0.6842105263157895,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,276190.45238095237,POINT (49.181953 55.803155),2,0,1,6,0,2,0,3,1,1,0,1,189,13
3208,23000000,9,25.0,70.0,18.0,4.0,2.7,113.0,2009.0,55.833471,49.135061,"Республика Татарстан (Татарстан), Казань, ул. Фатыха Амирхана, 14А",0.5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,203539.82300884955,POINT (49.135061 55.833471),0,0,1,3,0,3,0,3,1,0,0,1,180,6
1503,6500000,5,6.6,,5.0,3.0,2.7,60.6,,55.83457947,49.12889862,"Республика Татарстан (Татарстан), Казань, ул. Маршала Чуйкова, 42",1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,107260.72607260726,POINT (49.12889862 55.83457947),1,1,0,2,0,4,0,2,0,0,0,0,121,4
248,9383500,15,9.4,17.1,21.0,1.0,2.7,38.3,2023.0,55.743036,49.230786,"Республика Татарстан (Татарстан), Казань, ул. Комиссара Габишева, 16А",0.7142857142857143,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,245000.00000000003,POINT (49.230786 55.743036),1,0,0,1,0,0,0,2,0,0,0,0,64,3
4735,16289000,8,15.7,39.6,11.0,2.0,2.8,82.1,2005.0,55.824359,49.079339,"Республика Татарстан (Татарстан), Казань, ул. Соловецких Юнг, 1",0.7272727272727273,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,198404.38489646773,POINT (49.079339 55.824359),5,1,0,10,0,2,0,1,0,0,0,1,236,7
9011,33900000,19,25.0,,23.0,4.0,3.2,106.0,2024.0,55.7523094510252,49.166972568385134,"Республика Татарстан (Татарстан), Казань, Танковая ул., 2",0.8260869565217391,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,319811.320754717,POINT (49.166972568385134 55.7523094510252),1,0,0,1,0,0,0,3,1,0,0,1,95,1
2165,22980000,4,12.0,49.0,7.0,3.0,2.7,90.0,2021.0,55.800301,48.955003,"р-н Кировский, Республика Татарстан (Татарстан), Казань, Кировский район, Приволжская ул., 210с2",0.5714285714285714,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,255333.33333333334,POINT (48.955003 55.800301),1,0,0,4,0,1,0,1,0,0,0,0,118,3
3098,23999000,4,13.5,47.2,10.0,3.0,2.7,81.3,,55.797356,49.180687,"Республика Татарстан, Казань, ул. Разведчика Ахмерова, 5",0.4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,295190.6519065191,POINT (49.180687 55.797356),1,1,1,11,0,3,0,1,1,0,0,0,291,16
1283,9250000,8,8.0,42.0,10.0,2.0,2.6,50.2,1996.0,55.75516891,49.18956375,"Республика Татарстан, Казань, ул. Хусаина Мавлютова, 9",0.8,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,184262.9482071713,POINT (49.18956375 55.75516891),2,2,0,0,0,3,0,2,0,0,0,0,144,2
8063,10950000,7,21.0,9.0,20.0,1.0,2.7,39.0,,55.7816658,49.18772888,"Республика Татарстан, Казань, ул. Аделя Кутуя, 100",0.35,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,280769.23076923075,POINT (49.18772888 55.7816658),2,3,0,5,0,0,0,2,0,0,0,0,97,10
132,8650000,6,12.0,,10.0,1.0,2.7,39.8,,55.79528809,49.1901741,"р-н Советский, Республика Татарстан, Казань, ул. Патриса Лумумбы, 62А",0.6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,217336.68341708544,POINT (49.1901741 55.79528809),0,1,0,0,0,1,0,1,0,0,1,0,104,10
3687,4670325,2,10.6,,3.0,1.0,3.0,40.7,,55.73595,48.82341,"с. Лесные Моркваши, пр-т Созидателей, д. 2",0.6666666666666666,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,114749.99999999999,POINT (48.82341 55.73595),0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,15146942,12,12.0,35.0,14.0,2.0,2.7,61.1,,55.77717,49.20217,"ул. Бухарская, стр. 5",0.8571428571428571,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,247904.12438625205,POINT (49.20217 55.77717),0,0,0,0,0,0,0,2,0,0,0,0,34,1
4022,6190000,5,6.0,32.0,5.0,2.0,2.7,45.7,1967.0,55.83141708,49.06371689,"Республика Татарстан, Казань, ул. Шамиля Усманова, 33",1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,135448.57768052517,POINT (49.06371689 55.83141708),3,2,1,7,0,4,0,4,1,0,1,0,218,10
4225,8599000,9,7.5,39.4,9.0,3.0,2.8,67.6,1981.0,55.75712585,49.23392105,"Республика Татарстан (Татарстан), Казань, ул. Академика Завойского, 14/74",1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,127204.14201183432,POINT (49.23392105 55.75712585),2,1,0,2,0,2,0,2,0,0,0,0,102,0
423,12286080,6,19.1,36.9,12.0,3.0,2.7,71.1,,55.80573,49.22513,"р-н Советский, с. Константиновка, стр. 5",0.5,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,172800.0,POINT (49.22513 55.80573),2,0,0,5,0,1,0,0,0,0,1,0,118,15
117,6940000,8,,12.4,15.0,1.0,2.7,31.0,,55.84603,49.09368,"ул. Михаила Миля, д. 4",0.5333333333333333,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,223870.96774193548,POINT (49.09368 55.84603),0,0,0,0,0,0,0,1,0,0,0,0,70,0
544,11595127,10,18.5,36.7,12.0,3.0,2.6,70.9,,55.80589,49.22406,"р-н Советский, с. Константиновка, стр. 3",0.8333333333333334,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,163541.9887165021,POINT (49.22406 55.80589),1,0,0,3,0,1,0,0,0,0,1,0,104,15
323,34004604,2,13.5,53.1,4.0,3.0,3.0,107.0,,55.77592,49.11506,"ул. Сары Садыковой, корп. 3",0.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,317800.03738317755,POINT (49.11506 55.77592),4,1,1,5,0,1,0,4,5,0,0,1,183,3
1055,9665800,6,14.8,24.1,10.0,2.0,2.7,52.0,,55.71913,49.16621,"р-н Приволжский, ул. Рауиса Гареева, уч. 78Б",0.6,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,185880.76923076922,POINT (49.16621 55.71913),1,0,0,0,0,0,0,0,0,0,1,0,48,4
587,12360000,10,14.8,29.7,19.0,2.0,2.7,61.1,,55.77831,49.1856,"ул. Мансура Хасанова, д. 19",0.5263157894736842,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,202291.325695581,POINT (49.1856 55.77831),1,1,0,2,0,1,0,1,0,0,0,0,34,3
3040,7290000,2,6.0,32.0,5.0,2.0,2.7,43.5,1973.0,55.750449,49.200899,"Республика Татарстан, Казань, ул. Гарифьянова, 36",0.4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,167586.2068965517,POINT (49.200899 55.750449),4,1,0,2,0,3,0,6,1,0,2,0,100,0
4046,22500000,24,29.4,,25.0,3.0,2.7,118.5,,55.76774,49.17494,"Аметьевская магистраль, д. 18, корп. 5",0.96,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,189873.41772151898,POINT (49.17494 55.76774),2,0,0,7,0,2,0,0,0,0,0,0,114,5
12534,84221092,20,,93.1,28.0,,3.1,179.7,,55.81241,49.13999,"ул. Алексея Козина, стр. 1",0.7142857142857143,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,468676.08235948806,POINT (49.13999 55.81241),0,0,0,1,0,0,0,0,0,0,1,1,68,3
139,8450000,19,13.0,15.0,25.0,1.0,2.7,33.8,2022.0,55.72201594788982,49.18339123891053,"Республика Татарстан (Татарстан), Казань, ул. Братьев Батталовых, 20Ак2",0.76,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,250000.00000000003,POINT (49.18339123891053 55.72201594788982),1,0,0,7,0,1,0,0,0,0,0,1,36,2
245,7650720,11,15.4,22.7,12.0,2.0,2.6,48.3,,55.68634,49.19768,"р-н Приволжский, Матюшинский тракт, корп. 1",0.9166666666666666,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,158400.0,POINT (49.19768 55.68634),0,0,0,0,0,0,0,0,0,0,0,0,6,0
59,11948172,2,16.5,26.5,9.0,2.0,2.7,58.0,,55.81747,49.18425,"р-н Советский, Республика Татарстан (Татарстан), Казань, улица Сибирский Тракт, 34к9",0.2222222222222222,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,206002.9655172414,POINT (49.18425 55.81747),0,0,3,0,0,1,0,2,0,0,0,1,90,6
695,8150000,2,7.0,32.0,5.0,2.0,2.6,43.0,,55.82466888,49.08146667,"Республика Татарстан, Казань, Тверская ул., 7",0.4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,189534.88372093023,POINT (49.08146667 55.82466888),4,1,0,8,0,1,0,1,0,0,0,1,207,4
1099,11983510,2,24.8,34.2,17.0,3.0,2.7,86.9,,55.80707,49.22512,"р-н Советский, ул Анаса Тазетдинова, стр. 9",0.11764705882352941,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,137900.0,POINT (49.22512 55.80707),2,0,0,1,0,0,0,0,0,0,1,0,61,3
3388,30100000,7,12.6,,15.0,3.0,2.7,82.6,,55.81686,49.14665,"ул. Сибгата Хакима, д. 51",0.4666666666666667,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,364406.77966101695,POINT (49.14665 55.81686),1,1,0,4,0,0,0,2,0,0,1,0,185,6
3594,11407880,5,21.2,15.4,6.0,2.0,2.7,47.1,,55.803,49.05729,"ул. Урицкого, стр. 1",0.8333333333333334,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,242205.52016985137,POINT (49.05729 55.803),2,1,0,6,0,0,0,2,0,0,1,0,68,1
656,8850000,6,10.1,17.7,14.0,1.0,2.6,40.3,2010.0,55.83827972,49.15264893,"р-н Ново-Савиновский, Республика Татарстан, Казань, ул. Адоратского, 36В",0.42857142857142855,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,219602.9776674938,POINT (49.15264893 55.83827972),1,3,0,3,0,5,0,1,0,0,0,0,86,5
1359,16851545,4,5.9,79.6,5.0,3.0,3.0,85.5,,55.74582,48.73824,"ул. Спортивная, д. 98",0.8,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,197094.09356725146,POINT (48.73824 55.74582),0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2750000,1,,13.0,5.0,0.0,2.4,15.0,1986.0,55.814123,49.183957,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Академика Кирпичникова, 27",0.2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,183333.33333333334,POINT (49.183957 55.814123),2,2,2,3,0,0,0,4,0,0,0,0,235,5
995,13058965,3,6.1,41.1,13.0,2.0,2.7,69.7,,55.86196,49.09699,"ул. Годовикова, «Авторы на Годовикова»",0.23076923076923078,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,187359.61262553802,POINT (49.09699 55.86196),5,2,1,3,0,5,0,1,0,0,0,0,104,3
498,17800000,7,20.0,19.0,20.0,1.0,2.7,49.6,2021.0,55.813364,49.136364,"Республика Татарстан (Татарстан), Казань, ул. Алексея Козина, 2",0.35,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,358870.96774193546,POINT (49.136364 55.813364),1,0,0,3,0,0,0,3,0,0,1,1,186,6
8058,4371124,5,,11.8,7.0,0.0,2.7,26.4,,55.83289,48.77527,"пос. Октябрьский, корп. 2.2",0.7142857142857143,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,165572.87878787878,POINT (48.77527 55.83289),0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,7750000,2,10.6,,3.0,1.0,3.0,40.2,,55.73595,48.82341,"с. Лесные Моркваши, пр-т Созидателей, д. 2",0.6666666666666666,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,192786.06965174127,POINT (48.82341 55.73595),0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,8150000,3,7.0,27.0,5.0,2.0,2.7,47.0,,55.76300812,49.1800499,"Республика Татарстан, Казань, ул. Карбышева, 13А",0.6,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,173404.25531914894,POINT (49.1800499 55.76300812),3,1,0,2,0,6,0,2,0,0,0,1,120,2
1316,3499000,6,,,9.0,0.0,2.7,17.5,,55.753635,49.178369,"Республика Татарстан, Казань, ул. Карбышева, 62",0.6666666666666666,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,199942.85714285713,POINT (49.178369 55.753635),1,2,0,8,0,2,0,4,1,0,0,0,115,4
98,15575895,21,12.7,28.5,22.0,2.0,2.7,59.1,,55.77717,49.20217,"ул. Бухарская, стр. 5",0.9545454545454546,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,263551.5228426396,POINT (49.20217 55.77717),0,0,0,0,0,0,0,2,0,0,0,0,34,1
1403,5650000,2,7.0,16.0,9.0,1.0,2.5,31.0,1970.0,55.755023,49.166089,"Республика Татарстан (Татарстан), Казань, ул. Латышских Стрелков, 33",0.2222222222222222,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,182258.06451612903,POINT (49.166089 55.755023),1,1,0,3,0,0,0,1,1,0,0,0,75,1
1743,11340000,8,22.4,25.4,9.0,2.0,2.7,70.0,,55.73538,49.16065,"ул. Рашита Салахова, стр. 3",0.8888888888888888,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,162000.0,POINT (49.16065 55.73538),0,0,0,0,0,0,0,4,0,0,0,0,42,0
507,7199000,3,7.0,20.0,5.0,1.0,2.5,31.4,1970.0,55.787123,49.158121,"Республика Татарстан, Казань, ул. Достоевского, 74А",0.6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,229267.51592356688,POINT (49.158121 55.787123),2,1,0,2,0,3,0,3,0,0,0,2,179,20
525,6101000,4,,21.1,10.0,0.0,2.7,26.6,,55.71913,49.16621,"р-н Приволжский, ул. Рауиса Гареева, уч. 78Б",0.4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,229360.90225563908,POINT (49.16621 55.71913),1,0,0,0,0,0,0,0,0,0,1,0,48,4
4203,22999000,7,38.0,50.0,10.0,3.0,2.8,88.0,2017.0,55.79498672,49.17937469,"Республика Татарстан, Казань, ул. Николая Ершова, 62Г",0.7,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,261352.27272727274,POINT (49.17937469 55.79498672),1,0,1,10,0,4,0,3,1,0,0,1,239,14
149,12442034,9,25.0,34.9,17.0,3.0,2.7,88.4,,55.80707,49.22512,"р-н Советский, ул Анаса Тазетдинова, стр. 9",0.5294117647058824,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,140746.99095022623,POINT (49.22512 55.80707),2,0,0,1,0,0,0,0,0,0,1,0,61,3
610,5799000,8,8.1,14.3,10.0,1.0,2.7,34.3,1995.0,55.76969147,49.23370361,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 98",0.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,169067.05539358602,POINT (49.23370361 55.76969147),2,1,0,3,0,5,0,4,1,0,0,0,122,4
