views,price,floor,kitchen_area,living_area,total_floors,rooms,ceiling_height,total_area,year_built,latitude,longitude,address,floor_ratio,type_vtorichka,type_novostroyki,balcony_lodzhiya,balcony_balkon,balcony_net,bathroom_sovmeschennyy,bathroom_razdelnyy,bathroom_,house_type_kirpichnyy,house_type_monolitnyy,house_type_monolitno-kirpichnyy,house_type_blochnyy,house_type_panelnyy,house_type_derevyannyy,repair_trebuet_remonta,repair_evro,repair_kosmeticheskiy,repair_dizaynerskiy,repair_neizvestnyy,finishing_neizvestnyy,finishing_predchistovaya,finishing_bez_otdelki,finishing_chistovaya,furniture_net,furniture_kuhnya,furniture_hranenie_odezhdy,furniture_spalnye_mesta,parking_podzemnaya,parking_otkrytaya_vo_dvore,parking_za_shlagbaumom_vo_dvore,parking_nazemnaya_mnogourovnevaya,parking_net,technique_net,technique_stiralnaya_mashina,technique_holodilnik,technique_konditsioner,technique_posudomoechnaya_mashina,technique_vodonagrevatel,price_per_sqm,geometry,Kindergarten,School,Mall,Playground,Theatre,Supermarket,Subway Entrance,Bus Stop,Park,Square,Sports Centre,Hospital,Highway,Parking
2567,12499000,10,16.0,41.0,19.0,2.0,2.7,71.0,,55.752308,49.161894,"Республика Татарстан, Казань, Оренбургский тракт, 24Б",0.5263157894736842,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,176042.25352112675,POINT (49.161894 55.752308),0,0,1,0,0,1,0,3,1,0,0,0,105,2
2119,7690000,1,8.1,,4.0,2.0,2.7,59.0,,55.833794,49.086804,"Республика Татарстан (Татарстан), Казань, ул. Восстания, 35",0.25,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,130338.98305084746,POINT (49.086804 55.833794),4,3,0,10,0,1,0,5,1,0,0,0,246,6
916,11990000,7,12.0,27.0,10.0,2.0,2.7,53.0,2014.0,55.817067,49.085384,"Республика Татарстан, Казань, Горсоветская ул., 25",0.7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,226226.4150943396,POINT (49.085384 55.817067),1,1,0,10,0,5,0,2,0,0,0,0,161,1
25,6350000,12,12.0,18.0,14.0,1.0,2.7,37.7,,55.686152,49.208912,"Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 6",0.8571428571428571,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,168435.01326259944,POINT (49.208912 55.686152),0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,8500000,2,13.6,36.3,9.0,2.0,2.7,53.7,1980.0,55.827687,49.129204,"Республика Татарстан (Татарстан), Казань, пр-т Ямашева, 54к3",0.2222222222222222,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,158286.77839851024,POINT (49.129204 55.827687),3,0,1,3,0,3,0,1,1,0,1,0,165,5
1686,5350000,10,,,16.0,0.0,2.7,30.0,,55.71804,49.15755,"р-н Приволжский, ул. Рауиса Гареева, стр. 1",0.625,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,178333.33333333334,POINT (49.15755 55.71804),0,0,0,0,0,0,0,0,0,0,0,0,10,0
2273,5899000,2,10.0,,10.0,1.0,2.7,47.0,2000.0,55.826058,49.052829,"Республика Татарстан, Казань, ул. Сабан, 7Б",0.2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,125510.63829787234,POINT (49.052829 55.826058),1,0,0,6,0,3,0,3,1,0,0,0,149,8
230,9500000,2,8.0,28.8,9.0,2.0,2.7,50.2,1979.0,55.785174,49.151042,"Республика Татарстан, Казань, ул. Вишневского, 49",0.2222222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,189243.0278884462,POINT (49.151042 55.785174),1,1,0,5,0,2,0,2,1,0,0,0,167,6
1987,10200000,7,13.0,36.8,9.0,3.0,2.7,67.0,,55.833076,49.156872,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, ул. Гаврилова, 16А",0.7777777777777778,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,152238.80597014926,POINT (49.156872 55.833076),2,1,0,7,0,2,0,0,1,0,0,0,109,10
157,14090000,3,10.0,29.0,8.0,2.0,2.7,54.0,,55.822766,49.071398,"Республика Татарстан, Казань, Пилотская ул., 35",0.375,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,260925.92592592593,POINT (49.071398 55.822766),1,0,0,15,0,5,0,2,0,0,0,0,185,13
36,8260000,8,9.0,30.0,9.0,2.0,2.7,54.0,,55.740456,49.196156,"Республика Татарстан, Казань, пр-т Победы, 18к1",0.8888888888888888,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,152962.96296296295,POINT (49.196156 55.740456),1,0,1,1,0,3,0,2,0,0,0,0,136,2
411,10500000,15,9.4,30.0,18.0,2.0,2.7,54.7,2022.0,55.743218,49.232367,"Республика Татарстан (Татарстан), Казань, ул. Комиссара Габишева, 18А",0.8333333333333334,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,191956.1243144424,POINT (49.232367 55.743218),1,0,0,1,0,0,0,2,0,0,0,0,70,3
70,17000000,6,16.0,41.0,12.0,2.0,3.0,85.0,2007.0,55.83665085,49.13469315,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 18/41",0.5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,200000.0,POINT (49.13469315 55.83665085),0,0,0,3,0,3,0,6,0,0,0,1,184,4
745,9300000,5,9.0,46.9,10.0,4.0,2.7,80.0,1991.0,55.870915,49.093496,"Республика Татарстан, Казань, ул. Пржевальского, 2",0.5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,116250.0,POINT (49.093496 55.870915),1,0,0,3,0,3,0,2,0,0,0,0,55,2
1558,16999000,3,11.0,29.0,10.0,2.0,2.7,54.0,,55.796977,49.182178,"Республика Татарстан, Казань, ул. Разведчика Ахмерова, 7",0.3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,314796.2962962963,POINT (49.182178 55.796977),1,2,1,15,0,3,0,0,1,0,0,1,238,21
1131,6299000,5,7.5,,9.0,2.0,2.7,48.0,1990.0,55.867192,49.09152,"Республика Татарстан (Татарстан), Казань, ул. Айдарова, 7",0.5555555555555556,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,131229.16666666666,POINT (49.09152 55.867192),6,2,0,7,0,5,0,3,0,0,0,1,110,8
423,3370000,6,,,9.0,0.0,2.7,17.3,1979.0,55.755864,49.180516,"Республика Татарстан (Татарстан), Казань, ул. Братьев Касимовых, 6",0.6666666666666666,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,194797.68786127167,POINT (49.180516 55.755864),1,2,0,8,0,1,0,2,3,0,0,0,89,3
443,11750000,9,10.0,32.0,10.0,2.0,2.7,66.3,,55.732636,49.173096,"Республика Татарстан, Казань, ул. Баки Урманче, 6",0.9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,177224.73604826548,POINT (49.173096 55.732636),4,0,0,15,0,5,0,2,0,0,0,0,211,28
684,5699000,4,8.0,17.0,9.0,1.0,2.7,33.0,1983.0,55.863611,49.099353,"Республика Татарстан, Казань, ул. Академика Павлова, 15",0.4444444444444444,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,172696.9696969697,POINT (49.099353 55.863611),4,1,0,5,0,3,0,1,0,0,0,0,91,0
3072,11850000,5,8.5,38.8,9.0,3.0,2.7,63.0,2000.0,55.822367,49.115415,"Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 11",0.5555555555555556,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,188095.2380952381,POINT (49.115415 55.822367),3,2,1,14,0,3,0,0,2,0,0,0,169,4
312,8860000,6,11.0,27.7,10.0,2.0,2.6,47.5,,55.795494,49.251654,"р-н Советский, Республика Татарстан, Казань, ул. Фикрята Табеева, 1",0.6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,186526.31578947368,POINT (49.251654 55.795494),1,1,0,8,0,0,0,0,0,0,0,0,98,17
303,9290000,8,13.5,17.0,20.0,1.0,2.7,38.7,2012.0,55.820243,49.132726,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 61Б",0.4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,240051.6795865633,POINT (49.132726 55.820243),1,0,0,3,0,0,0,4,0,0,0,0,352,5
4048,4700000,2,7.0,18.0,5.0,1.0,2.7,25.0,1960.0,55.804091,49.187945,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Академика Губкина, 5",0.4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,188000.0,POINT (49.187945 55.804091),4,1,0,4,0,2,0,4,1,1,0,0,196,1
136,5500000,3,10.0,9.3,8.0,1.0,2.7,33.0,2023.0,55.870976,49.303918,"Республика Татарстан, Высокогорский р-н, Высокогорское сельское поселение, с. Высокая Гора, Вторая Ударная ул., 7",0.375,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,166666.66666666666,POINT (49.303918 55.870976),0,0,0,0,0,0,0,0,0,0,0,0,0,0
14171,51000000,17,20.1,63.6,19.0,3.0,2.9,115.0,2006.0,55.817355,49.114472,"Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 1",0.8947368421052632,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,443478.26086956525,POINT (49.114472 55.817355),0,0,0,7,0,2,0,2,1,0,0,0,189,9
146,10300000,5,22.0,22.0,14.0,2.0,2.9,64.0,2025.0,55.820126,49.095868,"Республика Татарстан (Татарстан), Казань, пр-т Ибрагимова, 58",0.35714285714285715,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,160937.5,POINT (49.095868 55.820126),2,0,2,4,0,3,0,2,0,0,0,0,297,12
1738,6100000,4,6.1,17.2,5.0,1.0,2.7,30.0,,55.777226,49.172539,"Республика Татарстан (Татарстан), Казань, Гвардейская ул., 52/2",0.8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,203333.33333333334,POINT (49.172539 55.777226),1,0,0,0,0,0,1,1,0,0,0,0,52,1
2195,3350000,1,8.9,18.7,3.0,1.0,2.7,35.5,,55.708643,49.33694,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, 13-й квартал, 2А",0.3333333333333333,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,94366.19718309859,POINT (49.33694 55.708643),0,0,0,0,0,0,0,0,0,0,0,0,2,0
1107,6099000,1,8.9,19.2,9.0,1.0,2.7,38.9,1980.0,55.756503,49.224596,"Республика Татарстан (Татарстан), Казань, ул. Академика Завойского, 2",0.1111111111111111,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,156786.6323907455,POINT (49.224596 55.756503),2,0,0,2,0,1,0,0,0,0,0,0,99,1
762,8499000,7,9.0,29.0,9.0,2.0,2.7,54.4,1973.0,55.832121,49.131989,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 51",0.7777777777777778,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,156231.61764705883,POINT (49.131989 55.832121),2,1,1,4,0,4,0,2,0,0,0,0,181,6
374,4550000,3,9.0,22.0,3.0,1.0,2.7,38.0,2015.0,55.811149,49.442905,"Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 45",1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,119736.84210526316,POINT (49.442905 55.811149),0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2550000,3,,11.0,9.0,0.0,2.7,12.3,,55.756685,49.213915,"Республика Татарстан, Казань, ул. Братьев Касимовых, 82",0.3333333333333333,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,207317.0731707317,POINT (49.213915 55.756685),2,1,0,1,0,2,0,0,0,0,0,0,109,2
6806,4350000,3,4.9,20.7,5.0,2.0,2.7,27.0,1975.0,55.816571,49.080857,"Республика Татарстан (Татарстан), Казань, ул. Дежнева, 2к2",0.6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,161111.11111111112,POINT (49.080857 55.816571),0,1,0,7,0,3,0,0,0,0,0,0,97,1
1230,7000000,2,6.0,30.0,5.0,2.0,2.6,48.0,,55.8045578,49.1780014,"р-н Советский, Республика Татарстан, Казань, ул. Новаторов, 4А",0.4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,145833.33333333334,POINT (49.1780014 55.8045578),2,2,0,8,0,1,0,0,0,0,0,1,141,16
262,2800000,1,,,5.0,0.0,2.7,12.0,1989.0,55.834178,49.094206,"Республика Татарстан (Татарстан), Казань, Коллективная ул., 29",0.2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,233333.33333333334,POINT (49.094206 55.834178),4,1,0,9,0,2,0,3,1,0,0,0,185,1
881,7300000,1,4.0,10.0,3.0,1.0,2.7,16.0,1958.0,55.786404,49.11944,"Республика Татарстан, Казань, ул. Островского, 34",0.3333333333333333,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,456250.0,POINT (49.11944 55.786404),0,0,3,3,0,3,0,8,2,1,1,0,340,11
231,7390000,4,10.5,18.5,10.0,1.0,2.7,40.9,,55.869167,49.094826,"Республика Татарстан (Татарстан), Казань, ул. Лукина, 52",0.4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,180684.59657701713,POINT (49.094826 55.869167),2,1,0,8,0,4,0,2,0,0,0,1,115,12
7329,2100000,4,,,5.0,0.0,2.7,12.1,1959.0,55.834467,49.091789,"Республика Татарстан, Казань, ул. Восстания, 27",0.8,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,173553.71900826448,POINT (49.091789 55.834467),5,0,0,12,0,2,0,5,2,0,0,0,224,4
1221,8797000,10,8.5,40.7,10.0,3.0,2.7,65.2,2000.0,55.784481,49.230516,"р-н Советский, Республика Татарстан, Казань, ул. Рашида Вагапова, 15",1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134923.31288343557,POINT (49.230516 55.784481),4,2,0,2,0,3,0,5,1,0,3,0,124,7
2281,12900000,9,26.0,60.6,10.0,3.0,2.7,120.0,1999.0,55.860832,49.091547,"Республика Татарстан (Татарстан), Казань, ул. Максимова, 7/6",0.9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,107500.0,POINT (49.091547 55.860832),2,0,0,1,0,3,0,2,0,0,0,0,64,4
3185,12500000,2,17.0,40.0,7.0,1.0,3.0,66.0,2012.0,55.790266,49.132411,"Республика Татарстан, Казань, ул. Маяковского, 21",0.2857142857142857,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,189393.9393939394,POINT (49.132411 55.790266),0,0,0,3,1,2,0,1,2,0,0,1,178,8
80,10500000,3,17.0,10.0,19.0,1.0,2.7,45.0,2017.0,55.767919,49.172323,"Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к1",0.15789473684210525,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,233333.33333333334,POINT (49.172323 55.767919),1,0,0,6,0,2,0,0,0,0,0,0,93,5
490,7000000,7,8.0,18.0,9.0,1.0,2.7,35.0,,55.823823,49.122835,"Республика Татарстан, Казань, ул. Четаева, 33",0.7777777777777778,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,200000.0,POINT (49.122835 55.823823),1,4,0,6,0,4,0,0,0,0,0,0,128,4
303,6900000,3,5.0,30.5,5.0,2.0,2.7,47.5,1972.0,55.833774,49.124156,"Республика Татарстан, Казань, ул. Маршала Чуйкова, 28",0.6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,145263.15789473685,POINT (49.124156 55.833774),2,3,0,0,0,1,0,2,0,0,0,0,118,1
19,7500000,7,9.1,30.6,19.0,2.0,2.7,49.3,2019.0,55.690146,49.201617,"Республика Татарстан (Татарстан), Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Уютная ул., 2",0.3684210526315789,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,152129.81744421908,POINT (49.201617 55.690146),0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,14999000,2,16.0,31.8,9.0,2.0,2.7,68.0,2010.0,55.774624,49.146012,"Республика Татарстан, Казань, ул. Шаляпина, 12",0.2222222222222222,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,220573.5294117647,POINT (49.146012 55.774624),1,1,0,5,0,3,0,5,3,0,0,0,255,11
296,2590000,5,,8.0,5.0,0.0,2.6,11.3,1978.0,55.745225,49.108498,"р-н Приволжский, Республика Татарстан (Татарстан), Казань, 2-я Гаражная ул., 4к1",1.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,229203.53982300885,POINT (49.108498 55.745225),0,0,0,0,0,2,0,2,0,0,0,0,37,0
154,11650000,10,8.8,15.0,16.0,1.0,2.7,37.3,2021.0,55.788292,49.152471,"Республика Татарстан, Казань, ул. Достоевского, 57",0.625,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,312332.4396782842,POINT (49.152471 55.788292),1,1,0,4,0,3,0,5,1,0,0,1,208,22
102,4200000,3,,13.0,3.0,0.0,3.2,16.0,,55.7709465,49.15000153,"Республика Татарстан, Казань, Приволжский район, Газовая ул., 7А",1.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,262500.0,POINT (49.15000153 55.7709465),0,1,1,2,0,4,0,1,2,0,0,0,174,7
145,3492000,5,3.0,8.9,10.0,1.0,2.7,15.0,1980.0,55.791273,49.100162,"Республика Татарстан (Татарстан), Казань, ул. Саид-Галеева, 6",0.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,232800.0,POINT (49.100162 55.791273),1,0,1,2,0,3,0,6,0,1,1,0,158,14
2666,6000000,4,6.1,41.5,5.0,3.0,2.5,57.8,1967.0,55.81129,49.196632,"р-н Советский, Республика Татарстан, Казань, Ново-Азинская ул., 10",0.8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,103806.22837370243,POINT (49.196632 55.81129),1,0,0,3,0,2,0,3,0,0,0,0,144,1
1208,11800000,7,11.3,,23.0,2.0,2.7,57.5,2019.0,55.768025,49.173824,"Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к2",0.30434782608695654,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,205217.39130434784,POINT (49.173824 55.768025),1,0,0,7,0,3,0,0,0,0,0,0,109,8
950,7150000,3,15.0,,8.0,2.0,2.7,40.1,2020.0,55.851,49.062513,"Республика Татарстан, Казань, Тэцевская ул., 4Д",0.375,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,178304.23940149625,POINT (49.062513 55.851),0,0,0,6,0,2,0,0,0,0,0,0,148,22
1882,7890000,4,5.9,,5.0,3.0,2.7,58.7,1967.0,55.830811,49.065837,"Республика Татарстан (Татарстан), Казань, ул. Шамиля Усманова, 31",0.8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,134412.265758092,POINT (49.065837 55.830811),2,2,1,7,0,4,0,0,0,0,1,0,165,8
429,9600000,7,7.7,34.5,14.0,2.0,2.7,56.7,1980.0,55.782668,49.149542,"Республика Татарстан, Казань, ул. Вишневского, 57",0.5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,169312.1693121693,POINT (49.149542 55.782668),2,1,0,8,0,1,0,2,0,0,0,0,191,22
2680,28999000,14,16.0,59.0,22.0,3.0,3.0,112.0,2017.0,55.818736,49.143218,"Республика Татарстан, Казань, Чистопольская ул., 86/10",0.6363636363636364,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,258919.64285714287,POINT (49.143218 55.818736),3,1,1,8,0,2,0,3,0,0,1,0,201,7
39,12800000,4,11.3,29.1,25.0,2.0,2.8,58.7,2025.0,55.77717720748649,49.21821580969231,"Республика Татарстан (Татарстан), Казань, пр-т Победы, 139к2",0.16,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,218057.9216354344,POINT (49.21821580969231 55.77717720748649),0,1,1,4,0,3,0,4,1,0,0,1,228,10
1558,3100000,3,5.0,16.7,5.0,2.0,2.7,23.8,,55.870723,49.016232,"р-н Московский, Республика Татарстан, Казань, ул. Химиков, 33",0.6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,130252.10084033613,POINT (49.016232 55.870723),2,1,0,0,0,1,0,1,1,0,0,1,44,1
1492,9500000,2,12.6,20.6,9.0,1.0,2.7,46.3,2007.0,55.789892,49.183525,"Республика Татарстан, Казань, пр-т Альберта Камалеева, 12",0.2222222222222222,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,205183.58531317496,POINT (49.183525 55.789892),2,1,0,10,0,0,0,0,0,0,0,0,163,24
1213,11500000,3,10.5,50.6,16.0,3.0,2.7,67.1,2002.0,55.819914,49.117733,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 23",0.1875,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,171385.99105812222,POINT (49.117733 55.819914),1,3,0,8,0,3,0,4,1,0,0,0,254,7
1432,12370000,8,17.0,18.0,17.0,1.0,3.1,50.0,2022.0,55.81871,49.146461,"Республика Татарстан, Казань, Чистопольская ул., 88",0.47058823529411764,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,247400.0,POINT (49.146461 55.81871),1,1,0,5,0,0,0,4,0,0,1,0,261,8
160,10750000,9,13.0,16.5,10.0,1.0,2.7,46.4,,55.765048,49.188969,"Республика Татарстан, Казань, ул. Рихарда Зорге, 11В",0.9,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,231681.03448275864,POINT (49.188969 55.765048),2,0,1,13,0,1,0,1,0,0,0,0,156,27
113,5990000,4,6.0,20.0,5.0,2.0,2.7,45.8,1973.0,55.834148,49.095419,"Республика Татарстан, Казань, Коллективная ул., 33",0.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,130786.02620087337,POINT (49.095419 55.834148),4,1,0,12,0,4,0,0,1,0,0,0,146,2
